id,route_id,service_id,trip_id
211,50T0001R1  ,5033J,5033J28914R1
212,50T0001R1  ,5033J,5033J28916R1
213,50T0001R1  ,5034V,5034V25601R1
214,50T0001R1  ,5034V,5034V25603R1
215,50T0001R1  ,5034V,5034V25605R1
216,50T0001R1  ,5034V,5034V25607R1
217,50T0001R1  ,5034V,5034V25609R1
218,50T0001R1  ,5034V,5034V25611R1
219,50T0001R1  ,5034V,5034V25613R1
220,50T0001R1  ,5034V,5034V25615R1
221,50T0001R1  ,5034V,5034V25617R1
222,50T0001R1  ,5034V,5034V25619R1
223,50T0001R1  ,5034V,5034V25621R1
224,50T0001R1  ,5034V,5034V25623R1
225,50T0001R1  ,5034V,5034V25625R1
226,50T0001R1  ,5034V,5034V25627R1
227,50T0001R1  ,5034V,5034V25629R1
228,50T0001R1  ,5034V,5034V25631R1
229,50T0001R1  ,5034V,5034V25633R1
230,50T0001R1  ,5034V,5034V25635R1
231,50T0001R1  ,5034V,5034V25637R1
232,50T0001R1  ,5034V,5034V25639R1
233,50T0001R1  ,5034V,5034V25641R1
234,50T0001R1  ,5034V,5034V25643R1
235,50T0001R1  ,5034V,5034V25645R1
236,50T0001R1  ,5034V,5034V25647R1
237,50T0001R1  ,5034V,5034V25649R1
238,50T0001R1  ,5034V,5034V25651R1
239,50T0001R1  ,5034V,5034V25653R1
240,50T0001R1  ,5034V,5034V25655R1
241,50T0001R1  ,5034V,5034V25657R1
242,50T0001R1  ,5034V,5034V25659R1
243,50T0001R1  ,5034V,5034V25661R1
244,50T0001R1  ,5034V,5034V25663R1
245,50T0001R1  ,5034V,5034V25665R1
246,50T0001R1  ,5034V,5034V25667R1
247,50T0001R1  ,5034V,5034V25669R1
248,50T0001R1  ,5034V,5034V25701R1
249,50T0001R1  ,5034V,5034V25703R1
250,50T0001R1  ,5034V,5034V25705R1
251,50T0001R1  ,5034V,5034V25707R1
252,50T0001R1  ,5034V,5034V25709R1
253,50T0001R1  ,5034V,5034V25711R1
254,50T0001R1  ,5034V,5034V25713R1
255,50T0001R1  ,5034V,5034V25715R1
256,50T0001R1  ,5034V,5034V25717R1
257,50T0001R1  ,5034V,5034V25719R1
258,50T0001R1  ,5034V,5034V25721R1
259,50T0001R1  ,5034V,5034V25723R1
260,50T0001R1  ,5034V,5034V25725R1
261,50T0001R1  ,5034V,5034V25727R1
262,50T0001R1  ,5034V,5034V25729R1
263,50T0001R1  ,5034V,5034V25731R1
264,50T0001R1  ,5034V,5034V25733R1
265,50T0001R1  ,5034V,5034V25735R1
266,50T0001R1  ,5034V,5034V25737R1
267,50T0001R1  ,5034V,5034V25739R1
268,50T0001R1  ,5034V,5034V25741R1
269,50T0001R1  ,5034V,5034V25743R1
270,50T0001R1  ,5034V,5034V25745R1
271,50T0001R1  ,5034V,5034V25747R1
272,50T0001R1  ,5034V,5034V25749R1
273,50T0001R1  ,5034V,5034V25751R1
274,50T0001R1  ,5034V,5034V25753R1
275,50T0001R1  ,5034V,5034V25755R1
276,50T0001R1  ,5034V,5034V25757R1
277,50T0001R1  ,5034V,5034V25759R1
278,50T0001R1  ,5034V,5034V25761R1
279,50T0001R1  ,5034V,5034V25763R1
280,50T0001R1  ,5034V,5034V25765R1
281,50T0001R1  ,5034V,5034V25767R1
282,50T0001R1  ,5034V,5034V25769R1
283,50T0001R1  ,5034V,5034V25771R1
284,50T0001R1  ,5034V,5034V25773R1
285,50T0001R1  ,5034V,5034V25775R1
286,50T0001R1  ,5034V,5034V25777R1
287,50T0001R1  ,5034V,5034V25779R1
288,50T0001R1  ,5034V,5034V25781R1
289,50T0001R1  ,5034V,5034V28858R1
290,50T0001R1  ,5034V,5034V28860R1
291,50T0001R1  ,5034V,5034V28862R1
292,50T0001R1  ,5034V,5034V28864R1
293,50T0001R1  ,5034V,5034V28866R1
294,50T0001R1  ,5034V,5034V28868R1
295,50T0001R1  ,5034V,5034V28870R1
296,50T0001R1  ,5034V,5034V28872R1
297,50T0001R1  ,5034V,5034V28874R1
298,50T0001R1  ,5034V,5034V28876R1
299,50T0001R1  ,5034V,5034V28878R1
300,50T0001R1  ,5034V,5034V28880R1
301,50T0001R1  ,5034V,5034V28882R1
302,50T0001R1  ,5034V,5034V28884R1
303,50T0001R1  ,5034V,5034V28886R1
304,50T0001R1  ,5034V,5034V28888R1
305,50T0001R1  ,5034V,5034V28890R1
306,50T0001R1  ,5034V,5034V28892R1
307,50T0001R1  ,5034V,5034V28894R1
308,50T0001R1  ,5034V,5034V28896R1
309,50T0001R1  ,5034V,5034V28898R1
310,50T0001R1  ,5034V,5034V28900R1
311,50T0001R1  ,5034V,5034V28902R1
312,50T0001R1  ,5034V,5034V28904R1
313,50T0001R1  ,5034V,5034V28906R1
314,50T0001R1  ,5034V,5034V28908R1
315,50T0001R1  ,5034V,5034V28910R1
316,50T0001R1  ,5034V,5034V28912R1
317,50T0001R1  ,5034V,5034V28914R1
318,50T0001R1  ,5034V,5034V28916R1
319,50T0001R1  ,5035S,5035S25901R1
320,50T0001R1  ,5035S,5035S25903R1
321,50T0001R1  ,5035S,5035S25905R1
322,50T0001R1  ,5035S,5035S25907R1
323,50T0001R1  ,5035S,5035S25909R1
324,50T0001R1  ,5035S,5035S25911R1
325,50T0001R1  ,5035S,5035S25913R1
326,50T0001R1  ,5035S,5035S25915R1
327,50T0001R1  ,5035S,5035S25917R1
328,50T0001R1  ,5035S,5035S25919R1
329,50T0001R1  ,5035S,5035S25921R1
330,50T0001R1  ,5035S,5035S25923R1
331,50T0001R1  ,5035S,5035S25925R1
332,50T0001R1  ,5035S,5035S25927R1
333,50T0001R1  ,5035S,5035S25929R1
334,50T0001R1  ,5035S,5035S25931R1
335,50T0001R1  ,5035S,5035S25933R1
336,50T0001R1  ,5035S,5035S25935R1
337,50T0001R1  ,5035S,5035S25937R1
338,50T0001R1  ,5035S,5035S25939R1
339,50T0001R1  ,5035S,5035S25941R1
340,50T0001R1  ,5035S,5035S25943R1
341,50T0001R1  ,5035S,5035S25945R1
342,50T0001R1  ,5035S,5035S25947R1
343,50T0001R1  ,5035S,5035S25949R1
344,50T0001R1  ,5035S,5035S25951R1
345,50T0001R1  ,5035S,5035S25953R1
346,50T0001R1  ,5035S,5035S25955R1
347,50T0001R1  ,5035S,5035S25957R1
348,50T0001R1  ,5035S,5035S25959R1
349,50T0001R1  ,5035S,5035S25961R1
350,50T0001R1  ,5035S,5035S25963R1
351,50T0001R1  ,5035S,5035S25965R1
352,50T0001R1  ,5035S,5035S28921R1
353,50T0001R1  ,5035S,5035S28923R1
354,50T0001R1  ,5035S,5035S28925R1
355,50T0001R1  ,5035S,5035S28927R1
356,50T0001R1  ,5035S,5035S28929R1
357,50T0001R1  ,5035S,5035S28931R1
358,50T0001R1  ,5035S,5035S28933R1
359,50T0001R1  ,5035S,5035S28935R1
360,50T0001R1  ,5035S,5035S28937R1
361,50T0001R1  ,5035S,5035S28939R1
362,50T0001R1  ,5035S,5035S28941R1
363,50T0001R1  ,5035S,5035S28943R1
364,50T0001R1  ,5035S,5035S28945R1
365,50T0001R1  ,5035S,5035S28947R1
366,50T0001R1  ,5035S,5035S28949R1
367,50T0001R1  ,5035S,5035S28951R1
368,50T0001R1  ,5035S,5035S28953R1
369,50T0001R1  ,5035S,5035S28955R1
370,50T0001R1  ,5035S,5035S28957R1
371,50T0001R1  ,5035S,5035S28959R1
372,50T0001R1  ,5035S,5035S28961R1
373,50T0001R1  ,5035S,5035S28963R1
374,50T0001R1  ,5035S,5035S28965R1
375,50T0001R1  ,5035S,5035S28967R1
376,50T0001R1  ,5035S,5035S28969R1
377,50T0001R1  ,5035S,5035S28971R1
378,50T0001R1  ,5035S,5035S28973R1
379,50T0001R1  ,5035S,5035S28975R1
380,50T0001R1  ,5035S,5035S28977R1
381,50T0001R1  ,5035S,5035S28979R1
382,50T0001R1  ,5035S,5035S28981R1
383,50T0001R1  ,5035S,5035S28983R1
384,50T0001R1  ,5035S,5035S28985R1
385,50T0001R1  ,5035S,5035S28987R1
386,50T0001R1  ,5036D,5036D25901R1
387,50T0001R1  ,5036D,5036D25903R1
388,50T0001R1  ,5036D,5036D25905R1
389,50T0001R1  ,5036D,5036D25907R1
390,50T0001R1  ,5036D,5036D25909R1
391,50T0001R1  ,5036D,5036D25911R1
392,50T0001R1  ,5036D,5036D25913R1
393,50T0001R1  ,5036D,5036D25915R1
394,50T0001R1  ,5036D,5036D25917R1
395,50T0001R1  ,5036D,5036D25919R1
396,50T0001R1  ,5036D,5036D25921R1
397,50T0001R1  ,5036D,5036D25923R1
398,50T0001R1  ,5036D,5036D25925R1
399,50T0001R1  ,5036D,5036D25927R1
400,50T0001R1  ,5036D,5036D25929R1
401,50T0001R1  ,5036D,5036D25931R1
402,50T0001R1  ,5036D,5036D25933R1
403,50T0001R1  ,5036D,5036D25935R1
404,50T0001R1  ,5036D,5036D25937R1
405,50T0001R1  ,5036D,5036D25939R1
406,50T0001R1  ,5036D,5036D25941R1
407,50T0001R1  ,5036D,5036D25943R1
408,50T0001R1  ,5036D,5036D25945R1
409,50T0001R1  ,5036D,5036D25947R1
410,50T0001R1  ,5036D,5036D25949R1
411,50T0001R1  ,5036D,5036D25951R1
412,50T0001R1  ,5036D,5036D25953R1
413,50T0001R1  ,5036D,5036D25955R1
414,50T0001R1  ,5036D,5036D25957R1
415,50T0001R1  ,5036D,5036D25959R1
416,50T0001R1  ,5036D,5036D25961R1
417,50T0001R1  ,5036D,5036D25963R1
418,50T0001R1  ,5036D,5036D25965R1
419,50T0001R1  ,5036D,5036D28921R1
420,50T0001R1  ,5036D,5036D28923R1
421,50T0001R1  ,5036D,5036D28925R1
422,50T0001R1  ,5036D,5036D28927R1
423,50T0001R1  ,5036D,5036D28929R1
424,50T0001R1  ,5036D,5036D28931R1
425,50T0001R1  ,5036D,5036D28933R1
426,50T0001R1  ,5036D,5036D28935R1
427,50T0001R1  ,5036D,5036D28937R1
428,50T0001R1  ,5036D,5036D28939R1
429,50T0001R1  ,5036D,5036D28941R1
430,50T0001R1  ,5036D,5036D28943R1
431,50T0001R1  ,5036D,5036D28945R1
432,50T0001R1  ,5036D,5036D28947R1
433,50T0001R1  ,5036D,5036D28949R1
434,50T0001R1  ,5036D,5036D28951R1
435,50T0001R1  ,5036D,5036D28953R1
436,50T0001R1  ,5036D,5036D28955R1
437,50T0001R1  ,5036D,5036D28957R1
438,50T0001R1  ,5036D,5036D28959R1
439,50T0001R1  ,5036D,5036D28961R1
440,50T0001R1  ,5036D,5036D28963R1
441,50T0001R1  ,5036D,5036D28965R1
442,50T0001R1  ,5036D,5036D28967R1
443,50T0001R1  ,5036D,5036D28969R1
444,50T0001R1  ,5036D,5036D28971R1
445,50T0001R1  ,5036D,5036D28973R1
446,50T0001R1  ,5036D,5036D28975R1
447,50T0001R1  ,5036D,5036D28977R1
448,50T0001R1  ,5036D,5036D28979R1
449,50T0001R1  ,5036D,5036D28981R1
450,50T0001R1  ,5036D,5036D28983R1
451,50T0001R1  ,5036D,5036D28985R1
452,50T0001R1  ,5036D,5036D28987R1
453,50T0001R1  ,5037L,5037L25601R1
454,50T0001R1  ,5037L,5037L25603R1
455,50T0001R1  ,5037L,5037L25605R1
456,50T0001R1  ,5037L,5037L25607R1
457,50T0001R1  ,5037L,5037L25609R1
458,50T0001R1  ,5037L,5037L25611R1
459,50T0001R1  ,5037L,5037L25613R1
460,50T0001R1  ,5037L,5037L25615R1
461,50T0001R1  ,5037L,5037L25617R1
462,50T0001R1  ,5037L,5037L25619R1
463,50T0001R1  ,5037L,5037L25621R1
464,50T0001R1  ,5037L,5037L25623R1
465,50T0001R1  ,5037L,5037L25625R1
466,50T0001R1  ,5037L,5037L25627R1
467,50T0001R1  ,5037L,5037L25629R1
468,50T0001R1  ,5037L,5037L25631R1
469,50T0001R1  ,5037L,5037L25633R1
470,50T0001R1  ,5037L,5037L25635R1
471,50T0001R1  ,5037L,5037L25637R1
472,50T0001R1  ,5037L,5037L25639R1
473,50T0001R1  ,5037L,5037L25641R1
474,50T0001R1  ,5037L,5037L25643R1
475,50T0001R1  ,5037L,5037L25645R1
476,50T0001R1  ,5037L,5037L25647R1
477,50T0001R1  ,5037L,5037L25649R1
478,50T0001R1  ,5037L,5037L25651R1
479,50T0001R1  ,5037L,5037L25653R1
480,50T0001R1  ,5037L,5037L25655R1
481,50T0001R1  ,5037L,5037L25657R1
482,50T0001R1  ,5037L,5037L25659R1
483,50T0001R1  ,5037L,5037L25661R1
484,50T0001R1  ,5037L,5037L25663R1
485,50T0001R1  ,5037L,5037L25665R1
486,50T0001R1  ,5037L,5037L25667R1
487,50T0001R1  ,5037L,5037L25669R1
488,50T0001R1  ,5037L,5037L25701R1
489,50T0001R1  ,5037L,5037L25703R1
490,50T0001R1  ,5037L,5037L25705R1
491,50T0001R1  ,5037L,5037L25707R1
492,50T0001R1  ,5037L,5037L25709R1
493,50T0001R1  ,5037L,5037L25711R1
494,50T0001R1  ,5037L,5037L25713R1
495,50T0001R1  ,5037L,5037L25715R1
496,50T0001R1  ,5037L,5037L25717R1
497,50T0001R1  ,5037L,5037L25719R1
498,50T0001R1  ,5037L,5037L25721R1
499,50T0001R1  ,5037L,5037L25723R1
500,50T0001R1  ,5037L,5037L25725R1
501,50T0001R1  ,5037L,5037L25727R1
502,50T0001R1  ,5037L,5037L25729R1
503,50T0001R1  ,5037L,5037L25731R1
504,50T0001R1  ,5037L,5037L25733R1
505,50T0001R1  ,5037L,5037L25735R1
506,50T0001R1  ,5037L,5037L25737R1
507,50T0001R1  ,5037L,5037L25739R1
508,50T0001R1  ,5037L,5037L25741R1
509,50T0001R1  ,5037L,5037L25743R1
510,50T0001R1  ,5037L,5037L25745R1
511,50T0001R1  ,5037L,5037L25747R1
512,50T0001R1  ,5037L,5037L25749R1
513,50T0001R1  ,5037L,5037L25751R1
514,50T0001R1  ,5037L,5037L25753R1
515,50T0001R1  ,5037L,5037L25755R1
516,50T0001R1  ,5037L,5037L25757R1
517,50T0001R1  ,5037L,5037L25759R1
518,50T0001R1  ,5037L,5037L25761R1
519,50T0001R1  ,5037L,5037L25763R1
520,50T0001R1  ,5037L,5037L25765R1
521,50T0001R1  ,5037L,5037L25767R1
522,50T0001R1  ,5037L,5037L25769R1
523,50T0001R1  ,5037L,5037L25771R1
524,50T0001R1  ,5037L,5037L25773R1
525,50T0001R1  ,5037L,5037L25775R1
526,50T0001R1  ,5037L,5037L25777R1
527,50T0001R1  ,5037L,5037L25779R1
528,50T0001R1  ,5037L,5037L25781R1
529,50T0001R1  ,5037L,5037L28858R1
530,50T0001R1  ,5037L,5037L28860R1
531,50T0001R1  ,5037L,5037L28862R1
532,50T0001R1  ,5037L,5037L28864R1
533,50T0001R1  ,5037L,5037L28866R1
534,50T0001R1  ,5037L,5037L28868R1
535,50T0001R1  ,5037L,5037L28870R1
536,50T0001R1  ,5037L,5037L28872R1
537,50T0001R1  ,5037L,5037L28874R1
538,50T0001R1  ,5037L,5037L28876R1
539,50T0001R1  ,5037L,5037L28878R1
540,50T0001R1  ,5037L,5037L28880R1
541,50T0001R1  ,5037L,5037L28882R1
542,50T0001R1  ,5037L,5037L28884R1
543,50T0001R1  ,5037L,5037L28886R1
544,50T0001R1  ,5037L,5037L28888R1
545,50T0001R1  ,5037L,5037L28890R1
546,50T0001R1  ,5037L,5037L28892R1
547,50T0001R1  ,5037L,5037L28894R1
548,50T0001R1  ,5037L,5037L28896R1
549,50T0001R1  ,5037L,5037L28898R1
550,50T0001R1  ,5037L,5037L28900R1
551,50T0001R1  ,5037L,5037L28902R1
552,50T0001R1  ,5037L,5037L28904R1
553,50T0001R1  ,5037L,5037L28906R1
554,50T0001R1  ,5037L,5037L28908R1
555,50T0001R1  ,5037L,5037L28910R1
556,50T0001R1  ,5037L,5037L28912R1
557,50T0001R1  ,5037L,5037L28914R1
558,50T0001R1  ,5037L,5037L28916R1
559,50T0001R1  ,5038M,5038M25601R1
560,50T0001R1  ,5038M,5038M25603R1
561,50T0001R1  ,5038M,5038M25605R1
562,50T0001R1  ,5038M,5038M25607R1
563,50T0001R1  ,5038M,5038M25609R1
564,50T0001R1  ,5038M,5038M25611R1
565,50T0001R1  ,5038M,5038M25613R1
566,50T0001R1  ,5038M,5038M25615R1
567,50T0001R1  ,5038M,5038M25617R1
568,50T0001R1  ,5038M,5038M25619R1
569,50T0001R1  ,5038M,5038M25621R1
570,50T0001R1  ,5038M,5038M25623R1
571,50T0001R1  ,5038M,5038M25625R1
572,50T0001R1  ,5038M,5038M25627R1
573,50T0001R1  ,5038M,5038M25629R1
574,50T0001R1  ,5038M,5038M25631R1
575,50T0001R1  ,5038M,5038M25633R1
576,50T0001R1  ,5038M,5038M25635R1
577,50T0001R1  ,5038M,5038M25637R1
578,50T0001R1  ,5038M,5038M25639R1
579,50T0001R1  ,5038M,5038M25641R1
580,50T0001R1  ,5038M,5038M25643R1
581,50T0001R1  ,5038M,5038M25645R1
582,50T0001R1  ,5038M,5038M25647R1
583,50T0001R1  ,5038M,5038M25649R1
584,50T0001R1  ,5038M,5038M25651R1
585,50T0001R1  ,5038M,5038M25653R1
586,50T0001R1  ,5038M,5038M25655R1
587,50T0001R1  ,5038M,5038M25657R1
588,50T0001R1  ,5038M,5038M25659R1
589,50T0001R1  ,5038M,5038M25661R1
590,50T0001R1  ,5038M,5038M25663R1
591,50T0001R1  ,5038M,5038M25665R1
592,50T0001R1  ,5038M,5038M25667R1
593,50T0001R1  ,5038M,5038M25669R1
594,50T0001R1  ,5038M,5038M25701R1
595,50T0001R1  ,5038M,5038M25703R1
596,50T0001R1  ,5038M,5038M25705R1
597,50T0001R1  ,5038M,5038M25707R1
598,50T0001R1  ,5038M,5038M25709R1
599,50T0001R1  ,5038M,5038M25711R1
600,50T0001R1  ,5038M,5038M25713R1
601,50T0001R1  ,5038M,5038M25715R1
602,50T0001R1  ,5038M,5038M25717R1
603,50T0001R1  ,5038M,5038M25719R1
604,50T0001R1  ,5038M,5038M25721R1
605,50T0001R1  ,5038M,5038M25723R1
